PROCEDURE,Amount,Key_FS,Source
50205,786.55,50205,Capital
50220,"1,071.01",50220,Capital
50225,"1,229.67",50225,Capital
50230,"1,293.35",50230,Capital
50234,"1,311.26",50234,Capital
50236,"1,471.71",50236,Capital
50240,"1,339.64",50240,Capital
50250,"1,224.00",50250,Capital
50280,952.69,50280,Capital
50290,906.19,50290,Capital
50320,"1,583.81",50320,Capital
50327,225.89,50327,Capital
50328,198.07,50328,Capital
50329,187.31,50329,Capital
50340,999.10,50340,Capital
50360,"2,540.43",50360,Capital
50365,"3,021.51",50365,Capital
50370,"1,264.63",50370,Capital
50380,"2,121.38",50380,Capital
50382,942.12,50382,Capital
50384,808.83,50384,Capital
50385,952.99,50385,Capital
50386,711.61,50386,Capital
50387,515.12,50387,Capital
50389,386.67,50389,Capital
50390,93.78,50390,Capital
50391,125.46,50391,Capital
50396,114.21,50396,Capital
50400,"1,162.91",50400,Capital
50405,"1,403.44",50405,Capital
50430,597.30,50430,Capital
50431,302.50,50431,Capital
50432,851.39,50432,Capital
50433,"1,060.55",50433,Capital
50434,850.58,50434,Capital
50435,557.68,50435,Capital
50436,147.69,50436,Capital
50437,244.79,50437,Capital
50500,"1,348.96",50500,Capital
50520,"1,213.88",50520,Capital
50525,"1,540.66",50525,Capital
50526,"1,650.40",50526,Capital
50540,"1,154.40",50540,Capital
50541,924.60,50541,Capital
50542,"1,168.94",50542,Capital
50543,"1,499.26",50543,Capital
50544,"1,248.47",50544,Capital
50545,"1,344.02",50545,Capital
50546,"1,215.23",50546,Capital
50547,"1,683.28",50547,Capital
50548,"1,351.89",50548,Capital
50551,361.03,50551,Capital
50553,387.40,50553,Capital
50555,413.32,50555,Capital
50557,420.24,50557,Capital
50561,478.14,50561,Capital
50562,579.54,50562,Capital
50570,492.50,50570,Capital
50572,531.80,50572,Capital
50574,565.21,50574,Capital
50575,713.86,50575,Capital
50576,563.41,50576,Capital
50580,607.62,50580,Capital
50590,737.26,50590,Capital
50592,"2,607.85",50592,Capital
50593,"3,488.01",50593,Capital
50600,944.27,50600,Capital
50605,"1,047.01",50605,Capital
50606,459.66,50606,Capital
50610,950.86,50610,Capital
50620,909.61,50620,Capital
50630,899.29,50630,Capital
50650,"1,048.83",50650,Capital
50660,"1,150.62",50660,Capital
50684,122.63,50684,Capital
50686,141.21,50686,Capital
50688,76.96,50688,Capital
50690,115.50,50690,Capital
50693,930.79,50693,Capital
50694,"1,046.55",50694,Capital
50695,"1,259.15",50695,Capital
50700,933.04,50700,Capital
50705,"1,697.24",50705,Capital
50706,785.91,50706,Capital
50715,"1,237.94",50715,Capital
50722,"1,047.42",50722,Capital
50725,"1,108.88",50725,Capital
50727,517.70,50727,Capital
50728,706.31,50728,Capital
50740,"1,283.37",50740,Capital
50750,"1,160.45",50750,Capital
50760,"1,151.33",50760,Capital
50770,"1,160.45",50770,Capital
50780,"1,129.63",50780,Capital
50782,"1,081.54",50782,Capital
50783,"1,134.26",50783,Capital
50785,"1,223.25",50785,Capital
50800,928.65,50800,Capital
50810,"1,470.21",50810,Capital
50815,"1,232.22",50815,Capital
50820,"1,323.54",50820,Capital
50825,"1,655.41",50825,Capital
50830,"1,810.62",50830,Capital
50840,"1,238.60",50840,Capital
50845,"1,262.07",50845,Capital
50860,952.36,50860,Capital
50900,849.23,50900,Capital
50920,888.19,50920,Capital
50930,"1,107.75",50930,Capital
50940,893.93,50940,Capital
50945,977.03,50945,Capital
50947,"1,393.65",50947,Capital
50948,"1,277.60",50948,Capital
50951,379.11,50951,Capital
50953,400.46,50953,Capital
50955,427.74,50955,Capital
50957,431.57,50957,Capital
50961,389.58,50961,Capital
50970,370.88,50970,Capital
50972,357.79,50972,Capital
50974,473.68,50974,Capital
50976,467.30,50976,Capital
50980,356.14,50980,Capital
51020,474.92,51020,Capital
51030,478.64,51030,Capital
51040,293.97,51040,Capital
51045,506.96,51045,Capital
51050,476.81,51050,Capital
51060,588.54,51060,Capital
51065,586.04,51065,Capital
51080,412.79,51080,Capital
51100,72.78,51100,Capital
51101,148.88,51101,Capital
51102,234.87,51102,Capital
51500,642.91,51500,Capital
51520,600.99,51520,Capital
51525,864.71,51525,Capital
51530,776.35,51530,Capital
51535,785.85,51535,Capital
51550,976.11,51550,Capital
51555,"1,273.15",51555,Capital
51565,"1,295.75",51565,Capital
51570,"1,483.90",51570,Capital
51575,"1,825.46",51575,Capital
51580,"1,905.56",51580,Capital
51585,"2,119.23",51585,Capital
51590,"1,941.91",51590,Capital
51595,"2,198.29",51595,Capital
51596,"2,368.57",51596,Capital
51597,"2,316.10",51597,Capital
51600,200.15,51600,Capital
51605,38.67,51605,Capital
51610,124.98,51610,Capital
51700,74.57,51700,Capital
51701,44.16,51701,Capital
51702,60.56,51702,Capital
51703,146.59,51703,Capital
51705,95.41,51705,Capital
51710,133.66,51710,Capital
51715,363.72,51715,Capital
51720,86.90,51720,Capital
51725,219.89,51725,Capital
51725,75.91,5172526,Capital
51725,143.97,51725TC,Capital
51726,288.32,51726,Capital
51726,83.65,5172626,Capital
51726,204.68,51726TC,Capital
51727,352.17,51727,Capital
51727,106.19,5172726,Capital
51727,245.98,51727TC,Capital
51728,349.27,51728,Capital
51728,102.98,5172826,Capital
51728,246.29,51728TC,Capital
51729,370.25,51729,Capital
51729,125.35,5172926,Capital
51729,244.90,51729TC,Capital
51736,13.52,51736,Capital
51736,8.02,5173626,Capital
51736,5.49,51736TC,Capital
51741,14.32,51741,Capital
51741,8.51,5174126,Capital
51741,5.81,51741TC,Capital
51784,63.29,51784,Capital
51784,36.83,5178426,Capital
51784,26.46,51784TC,Capital
51785,422.53,51785,Capital
51785,97.52,5178526,Capital
51785,325.01,51785TC,Capital
51792,262.39,51792,Capital
51792,55.97,5179226,Capital
51792,206.42,51792TC,Capital
51797,180.42,51797,Capital
51797,39.61,5179726,Capital
51797,140.81,51797TC,Capital
51798,10.81,51798,Capital
51800,"1,044.94",51800,Capital
51820,"1,091.87",51820,Capital
51840,702.73,51840,Capital
51841,810.40,51841,Capital
51845,587.86,51845,Capital
51860,757.87,51860,Capital
51865,906.64,51865,Capital
51880,472.55,51880,Capital
51900,830.32,51900,Capital
51920,769.42,51920,Capital
51925,"1,101.19",51925,Capital
51940,"1,649.43",51940,Capital
51960,"1,392.71",51960,Capital
51980,719.68,51980,Capital
51990,751.42,51990,Capital
51992,854.88,51992,Capital
52000,231.37,52000,Capital
52001,434.09,52001,Capital
52005,294.56,52005,Capital
52007,434.35,52007,Capital
52010,370.80,52010,Capital
52204,364.68,52204,Capital
52214,712.44,52214,Capital
52224,746.06,52224,Capital
52234,245.91,52234,Capital
52235,288.90,52235,Capital
52240,392.52,52240,Capital
52250,239.04,52250,Capital
52260,211.21,52260,Capital
52265,362.40,52265,Capital
52270,407.36,52270,Capital
52275,524.22,52275,Capital
52276,264.24,52276,Capital
52277,323.34,52277,Capital
52281,317.79,52281,Capital
52282,338.00,52282,Capital
52283,347.51,52283,Capital
52284,"2,524.53",52284,Capital
52285,344.30,52285,Capital
52287,377.18,52287,Capital
52290,243.46,52290,Capital
52300,279.96,52300,Capital
52301,290.27,52301,Capital
52305,278.08,52305,Capital
52310,311.51,52310,Capital
52315,462.18,52315,Capital
52317,854.61,52317,Capital
52318,474.52,52318,Capital
52320,246.05,52320,Capital
52325,320.02,52325,Capital
52327,259.65,52327,Capital
52330,585.22,52330,Capital
52332,386.94,52332,Capital
52334,182.40,52334,Capital
52341,284.48,52341,Capital
52342,309.68,52342,Capital
52343,343.91,52343,Capital
52344,370.09,52344,Capital
52345,394.99,52345,Capital
52346,446.89,52346,Capital
52351,303.36,52351,Capital
52352,354.22,52352,Capital
52353,392.21,52353,Capital
52354,417.41,52354,Capital
52355,468.00,52355,Capital
52356,416.16,52356,Capital
52400,481.56,52400,Capital
52402,266.13,52402,Capital
52441,"1,196.36",52441,Capital
52442,806.40,52442,Capital
52450,479.03,52450,Capital
52500,497.70,52500,Capital
52601,734.46,52601,Capital
52630,408.68,52630,Capital
52640,324.51,52640,Capital
52647,"1,509.60",52647,Capital
52648,"1,558.91",52648,Capital
52649,831.12,52649,Capital
52700,446.95,52700,Capital
53000,149.61,53000,Capital
53010,299.35,53010,Capital
53020,97.20,53020,Capital
53025,68.86,53025,Capital
53040,395.85,53040,Capital
53060,192.23,53060,Capital
53080,424.87,53080,Capital
53085,653.53,53085,Capital
53200,160.88,53200,Capital
53210,783.68,53210,Capital
53215,933.23,53215,Capital
53220,456.65,53220,Capital
53230,618.55,53230,Capital
53235,639.97,53235,Capital
53240,429.29,53240,Capital
53250,399.86,53250,Capital
53260,208.81,53260,Capital
53265,230.75,53265,Capital
53270,212.88,53270,Capital
53275,266.08,53275,Capital
53400,806.58,53400,Capital
53405,879.72,53405,Capital
53410,987.23,53410,Capital
53415,"1,137.08",53415,Capital
53420,847.02,53420,Capital
53425,942.95,53425,Capital
53430,987.19,53430,Capital
53431,"1,160.37",53431,Capital
53440,759.31,53440,Capital
53442,791.97,53442,Capital
53444,799.78,53444,Capital
53445,762.89,53445,Capital
53446,648.34,53446,Capital
53447,812.34,53447,Capital
53448,"1,283.48",53448,Capital
53449,618.03,53449,Capital
53450,412.78,53450,Capital
53460,462.70,53460,Capital
53500,760.65,53500,Capital
53502,491.54,53502,Capital
53505,491.23,53505,Capital
53510,638.17,53510,Capital
53515,801.40,53515,Capital
53520,564.82,53520,Capital
53600,88.28,53600,Capital
53601,84.79,53601,Capital
53605,64.50,53605,Capital
53620,166.32,53620,Capital
53621,158.37,53621,Capital
53660,74.65,53660,Capital
53661,73.42,53661,Capital
53665,38.14,53665,Capital
53850,"1,342.23",53850,Capital
53852,"1,313.18",53852,Capital
53854,"1,579.46",53854,Capital
53855,613.81,53855,Capital
53860,"2,234.52",53860,Capital
54000,161.08,54000,Capital
54001,196.95,54001,Capital
54015,307.65,54015,Capital
54050,141.95,54050,Capital
54055,135.61,54055,Capital
54056,142.08,54056,Capital
54057,140.24,54057,Capital
54060,193.72,54060,Capital
54065,219.76,54065,Capital
54100,198.35,54100,Capital
54105,275.57,54105,Capital
54110,630.27,54110,Capital
54111,805.77,54111,Capital
54112,944.79,54112,Capital
54115,460.91,54115,Capital
54120,638.94,54120,Capital
54125,831.00,54125,Capital
54130,"1,201.89",54130,Capital
54135,"1,519.66",54135,Capital
54150,147.56,54150,Capital
54160,218.88,54160,Capital
54161,198.89,54161,Capital
54162,255.83,54162,Capital
54163,220.48,54163,Capital
54164,195.45,54164,Capital
54200,115.13,54200,Capital
54205,537.72,54205,Capital
54220,221.81,54220,Capital
54230,105.92,54230,Capital
54231,143.46,54231,Capital
54235,90.12,54235,Capital
54240,106.00,54240,Capital
54240,64.35,5424026,Capital
54240,41.65,54240TC,Capital
54250,121.53,54250,Capital
54250,107.58,5425026,Capital
54250,13.94,54250TC,Capital
54300,650.93,54300,Capital
54304,753.97,54304,Capital
54308,722.46,54308,Capital
54312,824.90,54312,Capital
54316,"1,001.77",54316,Capital
54318,718.29,54318,Capital
54322,787.43,54322,Capital
54324,975.63,54324,Capital
54326,949.74,54326,Capital
54328,943.49,54328,Capital
54332,"1,017.33",54332,Capital
54336,"1,196.23",54336,Capital
54340,575.19,54340,Capital
54344,951.69,54344,Capital
54348,"1,017.55",54348,Capital
54352,"1,422.65",54352,Capital
54360,727.51,54360,Capital
54380,805.71,54380,Capital
54385,938.07,54385,Capital
54390,"1,249.62",54390,Capital
54400,537.53,54400,Capital
54401,669.25,54401,Capital
54405,814.60,54405,Capital
54406,738.09,54406,Capital
54408,797.93,54408,Capital
54410,870.37,54410,Capital
54411,"1,036.38",54411,Capital
54415,537.85,54415,Capital
54416,723.98,54416,Capital
54417,906.37,54417,Capital
54420,709.13,54420,Capital
54430,644.67,54430,Capital
54435,418.18,54435,Capital
54437,684.60,54437,Capital
54438,"1,344.82",54438,Capital
54450,69.46,54450,Capital
54500,74.89,54500,Capital
54505,210.86,54505,Capital
54512,544.05,54512,Capital
54520,332.68,54520,Capital
54522,593.11,54522,Capital
54530,514.58,54530,Capital
54535,751.11,54535,Capital
54550,497.20,54550,Capital
54560,693.77,54560,Capital
54600,457.92,54600,Capital
54620,300.88,54620,Capital
54640,437.60,54640,Capital
54650,719.14,54650,Capital
54660,361.99,54660,Capital
54670,412.99,54670,Capital
54680,793.99,54680,Capital
54690,661.74,54690,Capital
54692,762.02,54692,Capital
54700,215.75,54700,Capital
54800,126.45,54800,Capital
54830,376.37,54830,Capital
54840,325.27,54840,Capital
54860,423.36,54860,Capital
54861,574.55,54861,Capital
54865,363.79,54865,Capital
54900,806.68,54900,Capital
54901,"1,065.43",54901,Capital
55000,119.28,55000,Capital
55040,342.64,55040,Capital
55041,517.56,55041,Capital
55060,383.58,55060,Capital
55100,229.61,55100,Capital
55110,392.64,55110,Capital
55120,359.14,55120,Capital
55150,498.89,55150,Capital
55175,368.90,55175,Capital
55180,695.67,55180,Capital
55200,379.51,55200,Capital
55250,329.47,55250,Capital
55300,186.77,55300,Capital
55400,505.63,55400,Capital
55500,398.10,55500,Capital
55520,476.03,55520,Capital
55530,356.28,55530,Capital
55535,435.01,55535,Capital
55540,579.48,55540,Capital
55550,434.40,55550,Capital
55600,426.47,55600,Capital
55605,529.58,55605,Capital
55650,724.88,55650,Capital
55680,350.72,55680,Capital
55700,236.66,55700,Capital
55705,266.85,55705,Capital
55706,378.03,55706,Capital
55720,457.03,55720,Capital
55725,601.43,55725,Capital
55801,"1,102.51",55801,Capital
55810,"1,314.95",55810,Capital
55812,"1,616.72",55812,Capital
55815,"1,770.31",55815,Capital
55821,845.65,55821,Capital
55831,867.43,55831,Capital
55840,"1,178.99",55840,Capital
55842,"1,178.19",55842,Capital
55845,"1,371.34",55845,Capital
55860,881.05,55860,Capital
55862,"1,102.58",55862,Capital
55865,"1,342.32",55865,Capital
55866,"1,204.67",55866,Capital
55867,"1,057.33",55867,Capital
55870,178.48,55870,Capital
55873,"5,381.08",55873,Capital
55874,"2,678.22",55874,Capital
55875,781.52,55875,Capital
55876,149.16,55876,Capital
55880,987.29,55880,Capital
55920,458.18,55920,Capital
56405,146.29,56405,Capital
56420,183.25,56420,Capital
56440,185.98,56440,Capital
56441,183.62,56441,Capital
56442,48.21,56442,Capital
56501,189.48,56501,Capital
56515,277.45,56515,Capital
56605,96.41,56605,Capital
56606,38.35,56606,Capital
56620,594.60,56620,Capital
56625,681.69,56625,Capital
56630,983.02,56630,Capital
56631,"1,216.76",56631,Capital
56632,"1,466.43",56632,Capital
56633,"1,269.91",56633,Capital
56634,"1,328.61",56634,Capital
56637,"1,558.22",56637,Capital
56640,"1,565.79",56640,Capital
56700,206.35,56700,Capital
56740,322.19,56740,Capital
56800,258.76,56800,Capital
56805,"1,197.42",56805,Capital
56810,279.48,56810,Capital
56820,125.80,56820,Capital
56821,169.19,56821,Capital
57000,205.99,57000,Capital
57010,468.18,57010,Capital
57020,125.35,57020,Capital
57022,184.82,57022,Capital
57023,328.36,57023,Capital
57061,165.10,57061,Capital
57065,246.59,57065,Capital
57100,103.84,57100,Capital
57105,176.59,57105,Capital
57106,545.96,57106,Capital
57107,"1,495.27",57107,Capital
57109,"1,775.84",57109,Capital
57110,927.02,57110,Capital
57111,"1,775.84",57111,Capital
57120,542.08,57120,Capital
57130,230.20,57130,Capital
57135,247.48,57135,Capital
57150,56.85,57150,Capital
57155,392.72,57155,Capital
57156,224.82,57156,Capital
57160,74.32,57160,Capital
57170,77.67,57170,Capital
57180,195.25,57180,Capital
57200,337.53,57200,Capital
57210,401.05,57210,Capital
57220,351.60,57220,Capital
57230,428.91,57230,Capital
57240,626.86,57240,Capital
57250,630.41,57250,Capital
57260,798.56,57260,Capital
57265,893.99,57265,Capital
57267,256.33,57267,Capital
57268,516.03,57268,Capital
57270,833.48,57270,Capital
57280,988.20,57280,Capital
57282,709.92,57282,Capital
57283,715.90,57283,Capital
57284,851.17,57284,Capital
57285,708.12,57285,Capital
57287,752.96,57287,Capital
57288,758.21,57288,Capital
57289,813.66,57289,Capital
57291,563.71,57291,Capital
57292,850.70,57292,Capital
57295,511.38,57295,Capital
57296,985.05,57296,Capital
57300,624.49,57300,Capital
57305,"1,003.34",57305,Capital
57307,"1,090.36",57307,Capital
57308,672.71,57308,Capital
57310,497.37,57310,Capital
57311,561.20,57311,Capital
57320,578.98,57320,Capital
57330,774.62,57330,Capital
57335,"1,209.32",57335,Capital
57400,133.72,57400,Capital
57410,108.40,57410,Capital
57415,178.45,57415,Capital
57420,133.54,57420,Capital
57421,179.40,57421,Capital
57423,951.49,57423,Capital
57425,996.40,57425,Capital
57426,891.90,57426,Capital
57452,127.05,57452,Capital
57454,171.08,57454,Capital
57455,162.77,57455,Capital
57456,153.38,57456,Capital
57460,309.59,57460,Capital
57461,346.34,57461,Capital
57465,55.70,57465,Capital
57500,150.78,57500,Capital
57505,152.64,57505,Capital
57510,167.74,57510,Capital
57511,198.68,57511,Capital
57513,204.62,57513,Capital
57520,355.92,57520,Capital
57522,305.59,57522,Capital
57530,381.24,57530,Capital
57531,"1,949.37",57531,Capital
57540,812.74,57540,Capital
57545,856.55,57545,Capital
57550,441.69,57550,Capital
57555,634.76,57555,Capital
57556,602.44,57556,Capital
57558,158.72,57558,Capital
57700,360.86,57700,Capital
57720,340.00,57720,Capital
57800,77.35,57800,Capital
58100,101.67,58100,Capital
58110,51.07,58110,Capital
58120,299.93,58120,Capital
58140,947.79,58140,Capital
58145,583.28,58145,Capital
58146,"1,188.48",58146,Capital
58150,"1,043.73",58150,Capital
58152,"1,273.82",58152,Capital
58180,988.79,58180,Capital
58200,"1,384.76",58200,Capital
58210,"1,869.48",58210,Capital
58240,"2,994.91",58240,Capital
58260,861.79,58260,Capital
58262,953.20,58262,Capital
58263,"1,022.04",58263,Capital
58267,"1,099.71",58267,Capital
58270,918.56,58270,Capital
58275,"1,017.28",58275,Capital
58280,"1,090.58",58280,Capital
58285,"1,458.65",58285,Capital
58290,"1,184.72",58290,Capital
58291,"1,280.06",58291,Capital
58292,"1,349.39",58292,Capital
58294,"1,252.43",58294,Capital
58301,110.42,58301,Capital
58321,82.24,58321,Capital
58322,91.89,58322,Capital
58323,15.24,58323,Capital
58340,231.38,58340,Capital
58345,296.41,58345,Capital
58346,493.10,58346,Capital
58350,150.77,58350,Capital
58353,882.58,58353,Capital
58356,"1,593.17",58356,Capital
58400,472.91,58400,Capital
58410,838.18,58410,Capital
58520,820.53,58520,Capital
58540,943.22,58540,Capital
58541,748.57,58541,Capital
58542,851.69,58542,Capital
58543,866.45,58543,Capital
58544,931.69,58544,Capital
58545,929.20,58545,Capital
58546,"1,147.34",58546,Capital
58548,"1,931.98",58548,Capital
58550,907.04,58550,Capital
58552,"1,007.73",58552,Capital
58553,"1,153.88",58553,Capital
58554,"1,342.85",58554,Capital
58555,352.20,58555,Capital
58558,"1,258.31",58558,Capital
58559,291.48,58559,Capital
58560,321.24,58560,Capital
58561,367.81,58561,Capital
58562,425.44,58562,Capital
58563,"1,982.73",58563,Capital
58565,"1,590.89",58565,Capital
58570,828.21,58570,Capital
58571,932.81,58571,Capital
58572,"1,043.88",58572,Capital
58573,"1,252.43",58573,Capital
58575,"1,983.53",58575,Capital
58580,"2,940.19",58580,Capital
58600,380.91,58600,Capital
58605,345.81,58605,Capital
58611,77.51,58611,Capital
58615,259.62,58615,Capital
58660,708.76,58660,Capital
58661,671.20,58661,Capital
58662,733.98,58662,Capital
58670,381.54,58670,Capital
58671,381.54,58671,Capital
58672,752.59,58672,Capital
58673,816.52,58673,Capital
58674,836.00,58674,Capital
